Watch_Time_Hours,User_Rating,Subscription_Type
522.57,5,Basic
522.6,5,Premium
522.6,5,Standard
522.72,5,Standard
522.73,5,Standard
522.76,5,Premium
522.77,5,Standard
522.84,5,Standard
522.85,5,Premium
522.87,5,Standard
522.89,5,Standard
522.91,5,Standard
523.1,5,Basic
523.14,5,Basic
523.17,5,Standard
523.18,5,Premium
523.21,5,Standard
523.22,5,Standard
523.36,5,Standard
523.51,5,Basic
523.53,5,Premium
523.65,5,Standard
523.66,5,Basic
523.84,5,Premium
523.85,5,Premium
523.87,5,Basic
523.88,5,Premium
523.89,5,Premium
523.91,5,Premium
524.03,5,Basic
524.07,5,Standard
524.1,5,Basic
524.11,5,Premium
524.13,5,Basic
524.14,5,Standard
524.15,5,Standard
524.16,5,Standard
524.18,5,Basic
524.28,5,Basic
524.31,5,Premium
524.34,5,Premium
524.37,5,Standard
524.43,5,Premium
524.43,5,Standard
524.49,5,Standard
524.52,5,Premium
524.52,5,Standard
524.6,5,Basic
524.71,5,Premium
524.8,5,Basic
524.81,5,Basic
524.97,5,Basic
525,5,Premium
525.01,5,Premium
525.13,5,Standard
525.14,5,Basic
525.2,5,Premium
525.22,5,Standard
525.23,5,Basic
525.26,5,Basic
525.3,5,Standard
525.31,5,Basic
525.36,5,Standard
525.38,5,Basic
525.39,5,Standard
525.57,5,Standard
525.58,5,Premium
525.59,5,Basic
525.59,5,Premium
525.61,5,Premium
525.61,5,Standard
525.67,5,Basic
525.67,5,Premium
525.75,5,Basic
525.75,5,Premium
525.82,5,Premium
525.86,5,Premium
525.92,5,Premium
525.93,5,Premium
526.01,5,Basic
526.05,5,Premium
526.08,5,Premium
526.11,5,Standard
526.18,5,Standard
526.19,5,Standard
526.2,5,Basic
526.28,5,Basic
526.28,5,Premium
526.3,5,Standard
526.34,5,Standard
526.43,5,Standard
526.44,5,Premium
526.47,5,Standard
526.53,5,Premium
526.56,5,Premium
526.78,5,Basic
526.88,5,Premium
526.92,5,Basic
526.92,5,Premium
527.01,5,Basic
527.02,5,Basic
527.16,5,Basic
527.19,5,Premium
527.2,5,Premium
527.32,5,Standard
527.37,5,Premium
527.38,5,Standard
527.4,5,Basic
527.4,5,Standard
527.42,5,Premium
527.42,5,Standard
527.51,5,Basic
527.53,5,Standard
527.55,5,Basic
527.57,5,Standard
527.61,5,Basic
527.62,5,Premium
527.65,5,Basic
527.67,5,Basic
527.73,5,Premium
527.77,5,Premium
527.78,5,Basic
527.79,5,Basic
527.81,5,Premium
527.82,5,Basic
527.83,5,Premium
527.83,5,Standard
527.85,5,Basic
527.88,5,Standard
527.89,5,Basic
527.94,5,Premium
527.98,5,Basic
527.98,5,Standard
528.04,5,Premium
528.17,5,Basic
528.17,5,Standard
528.19,5,Basic
528.29,5,Premium
528.34,5,Premium
528.4,5,Standard
528.45,5,Basic
528.48,5,Standard
528.49,5,Basic
528.59,5,Standard
528.66,5,Premium
528.7,5,Basic
528.71,5,Basic
528.75,5,Premium
528.77,5,Standard
528.81,5,Basic
528.82,5,Standard
528.83,5,Standard
528.92,5,Standard
529.03,5,Basic
529.04,5,Premium
529.06,5,Standard
529.08,5,Premium
529.12,5,Standard
529.14,5,Premium
529.17,5,Premium
529.17,5,Standard
529.19,5,Basic
529.24,5,Basic
529.27,5,Premium
529.28,5,Premium
529.3,5,Premium
529.32,5,Basic
529.33,5,Basic
529.36,5,Premium
529.49,5,Basic
529.5,5,Standard
529.55,5,Premium
529.6,5,Basic
529.72,5,Premium
529.79,5,Premium
529.8,5,Basic
529.81,5,Basic
529.84,5,Basic
529.85,5,Basic
529.98,5,Basic
530.03,5,Premium
530.05,5,Standard
530.09,5,Basic
530.09,5,Premium
530.15,5,Premium
530.23,5,Premium
530.27,5,Standard
530.28,5,Premium
530.32,5,Basic
530.35,5,Basic
530.39,5,Standard
530.42,5,Basic
530.44,5,Premium
530.46,5,Premium
530.49,5,Premium
530.5,5,Basic
530.53,5,Basic
530.58,5,Premium
530.59,5,Basic
530.6,5,Basic
530.61,5,Standard
530.66,5,Premium
530.67,5,Standard
530.78,5,Basic
530.81,5,Basic
530.84,5,Premium
530.87,5,Standard
530.88,5,Premium
530.9,5,Standard
531.06,5,Basic
531.06,5,Standard
531.12,5,Premium
531.13,5,Standard
531.15,5,Basic
531.16,5,Basic
531.16,5,Standard
531.17,5,Basic
531.26,5,Premium
531.27,5,Premium
531.3,5,Premium
531.34,5,Standard
531.35,5,Basic
531.37,5,Premium
531.38,5,Standard
531.46,5,Premium
531.53,5,Basic
531.58,5,Standard
531.63,5,Premium
531.64,5,Basic
531.71,5,Standard
531.73,5,Standard
531.79,5,Basic
531.8,5,Premium
531.8,5,Standard
531.85,5,Basic
531.85,5,Premium
531.94,5,Basic
531.97,5,Standard
531.99,5,Standard
532,5,Premium
532,5,Standard
532.02,5,Premium
532.03,5,Standard
532.04,5,Premium
532.07,5,Premium
532.11,5,Basic
532.11,5,Premium
532.14,5,Premium
532.19,5,Basic
532.29,5,Standard
532.33,5,Standard
532.39,5,Premium
532.44,5,Premium
532.46,5,Basic
532.46,5,Standard
532.47,5,Basic
532.48,5,Basic
532.53,5,Standard
532.55,5,Premium
532.56,5,Premium
532.61,5,Basic
532.61,5,Standard
532.62,5,Standard
532.64,5,Basic
532.64,5,Premium
532.65,5,Standard
532.69,5,Basic
532.71,5,Basic
532.75,5,Standard
532.76,5,Premium
532.82,5,Basic
532.84,5,Standard
532.85,5,Standard
532.92,5,Premium
532.93,5,Premium
532.95,5,Standard
532.97,5,Basic
532.99,5,Premium
533.02,5,Standard
533.03,5,Premium
533.03,5,Standard
533.07,5,Premium
533.07,5,Standard
533.19,5,Premium
533.22,5,Basic
533.25,5,Premium
533.38,5,Basic
533.39,5,Premium
533.46,5,Premium
533.54,5,Basic
533.55,5,Standard
533.56,5,Standard
533.59,5,Premium
533.6,5,Basic
533.62,5,Basic
533.67,5,Basic
533.69,5,Premium
533.73,5,Premium
533.77,5,Basic
533.86,5,Premium
533.88,5,Basic
533.88,5,Standard
533.89,5,Premium
533.93,5,Basic
533.93,5,Premium
533.94,5,Basic
534.04,5,Standard
534.06,5,Standard
534.12,5,Basic
534.19,5,Basic
534.22,5,Standard
534.25,5,Basic
534.29,5,Basic
534.3,5,Standard
534.36,5,Basic
534.36,5,Standard
534.37,5,Standard
534.4,5,Basic
534.44,5,Standard
534.49,5,Standard
534.51,5,Basic
534.55,5,Basic
534.56,5,Premium
534.56,5,Standard
534.58,5,Standard
534.65,5,Premium
534.65,5,Standard
534.66,5,Standard
534.68,5,Premium
534.69,5,Standard
534.71,5,Standard
534.79,5,Premium
534.84,5,Basic
534.9,5,Premium
534.98,5,Premium
535.03,5,Premium
535.09,5,Standard
535.12,5,Premium
535.13,5,Standard
535.16,5,Premium
535.2,5,Standard
535.25,5,Standard
535.27,5,Standard
535.32,5,Basic
535.4,5,Standard
535.42,5,Standard
535.47,5,Basic
535.49,5,Premium
535.51,5,Premium
535.53,5,Standard
535.54,5,Basic
535.61,5,Standard
535.66,5,Basic
535.72,5,Premium
535.72,5,Standard
535.8,5,Standard
535.82,5,Premium
535.84,5,Basic
535.98,5,Basic
536.04,5,Basic
536.08,5,Premium
536.11,5,Premium
536.13,5,Standard
536.23,5,Premium
536.27,5,Standard
536.3,5,Basic
536.31,5,Standard
536.33,5,Standard
536.36,5,Standard
536.39,5,Basic
536.42,5,Standard
536.43,5,Premium
536.49,5,Basic
536.51,5,Premium
536.56,5,Premium
536.59,5,Premium
536.61,5,Premium
536.62,5,Premium
536.66,5,Standard
536.68,5,Standard
536.72,5,Standard
536.76,5,Premium
536.79,5,Premium
536.8,5,Basic
536.89,5,Premium
536.9,5,Standard
536.99,5,Basic
537.04,5,Premium
537.06,5,Premium
537.12,5,Basic
537.13,5,Premium
537.17,5,Basic
537.17,5,Standard
537.18,5,Basic
537.26,5,Premium
537.39,5,Standard
537.4,5,Standard
537.41,5,Basic
537.45,5,Basic
537.59,5,Standard
537.63,5,Standard
537.68,5,Premium
537.75,5,Premium
537.76,5,Standard
537.82,5,Basic
537.83,5,Basic
537.86,5,Premium
537.92,5,Premium
537.93,5,Premium
537.93,5,Standard
538.02,5,Basic
538.03,5,Standard
538.06,5,Basic
538.06,5,Premium
538.06,5,Standard
538.13,5,Standard
538.21,5,Basic
538.22,5,Basic
538.28,5,Premium
538.32,5,Standard
538.33,5,Standard
538.38,5,Standard
538.41,5,Premium
538.44,5,Basic
538.48,5,Premium
538.57,5,Basic
538.64,5,Standard
538.69,5,Basic
538.7,5,Standard
538.72,5,Basic
538.73,5,Premium
538.86,5,Premium
538.91,5,Premium
538.93,5,Premium
538.98,5,Premium
538.99,5,Basic
539.02,5,Standard
539.12,5,Premium
539.27,5,Basic
539.29,5,Premium
539.42,5,Basic
539.44,5,Standard
539.45,5,Premium
539.5,5,Premium
539.51,5,Premium
539.55,5,Basic
539.58,5,Premium
539.58,5,Standard
539.59,5,Basic
539.6,5,Basic
539.62,5,Basic
539.62,5,Standard
539.66,5,Basic
539.68,5,Premium
539.84,5,Basic
539.95,5,Premium
539.97,5,Premium
540.01,5,Standard
540.05,5,Premium
540.07,5,Basic
540.1,5,Premium
540.14,5,Standard
540.21,5,Standard
540.29,5,Premium
540.31,5,Premium
540.35,5,Standard
540.38,5,Basic
540.39,5,Premium
540.41,5,Basic
540.45,5,Basic
540.49,5,Premium
540.52,5,Standard
540.53,5,Standard
540.56,5,Premium
540.61,5,Standard
540.66,5,Basic
540.73,5,Basic
540.76,5,Basic
540.76,5,Premium
540.81,5,Premium
540.83,5,Basic
540.84,5,Basic
540.87,5,Standard
540.92,5,Standard
540.96,5,Basic
540.99,5,Standard
541.08,5,Premium
541.09,5,Basic
541.1,5,Standard
541.11,5,Basic
541.11,5,Premium
541.13,5,Standard
541.19,5,Standard
541.24,5,Basic
541.25,5,Basic
541.3,5,Premium
541.37,5,Premium
541.49,5,Premium
541.62,5,Premium
541.63,5,Premium
541.67,5,Basic
541.74,5,Premium
541.8,5,Standard
541.83,5,Premium
541.84,5,Standard
541.88,5,Premium
541.89,5,Basic
541.9,5,Premium
542.01,5,Premium
542.04,5,Premium
542.05,5,Standard
542.07,5,Basic
542.16,5,Standard
542.17,5,Basic
542.17,5,Standard
542.19,5,Basic
542.2,5,Standard
542.22,5,Premium
542.39,5,Premium
542.41,5,Premium
542.45,5,Premium
542.46,5,Basic
542.46,5,Premium
542.5,5,Standard
542.53,5,Standard
542.57,5,Basic
542.57,5,Premium
542.62,5,Standard
542.65,5,Premium
542.71,5,Premium
542.71,5,Standard
542.74,5,Standard
542.76,5,Basic
542.77,5,Basic
542.79,5,Standard
542.8,5,Standard
542.82,5,Basic
542.82,5,Standard
542.9,5,Basic
542.91,5,Standard
542.94,5,Premium
543.03,5,Basic
543.07,5,Standard
543.08,5,Basic
543.09,5,Premium
543.1,5,Standard
543.11,5,Standard
543.16,5,Basic
543.16,5,Standard
543.21,5,Standard
543.22,5,Basic
543.3,5,Basic
543.31,5,Premium
543.35,5,Standard
543.36,5,Basic
543.45,5,Basic
543.48,5,Premium
543.49,5,Standard
543.53,5,Basic
543.57,5,Premium
543.61,5,Standard
543.65,5,Premium
543.66,5,Basic
543.66,5,Premium
543.72,5,Standard
543.75,5,Premium
543.77,5,Basic
543.81,5,Premium
543.83,5,Premium
543.84,5,Standard
543.86,5,Standard
543.89,5,Basic
543.91,5,Premium
544.04,5,Premium
544.07,5,Premium
544.09,5,Premium
544.12,5,Basic
544.12,5,Standard
544.14,5,Basic
544.17,5,Basic
544.17,5,Premium
544.19,5,Premium
544.3,5,Premium
544.36,5,Premium
544.38,5,Basic
544.38,5,Premium
544.38,5,Standard
544.44,5,Basic
544.63,5,Standard
544.7,5,Premium
544.79,5,Premium
544.83,5,Basic
544.86,5,Basic
544.88,5,Standard
544.93,5,Premium
544.95,5,Basic
544.98,5,Basic
545.06,5,Premium
545.1,5,Premium
545.15,5,Basic
545.24,5,Premium
545.25,5,Standard
545.26,5,Basic
545.27,5,Premium
545.41,5,Basic
545.45,5,Premium
545.46,5,Basic
545.59,5,Standard
545.62,5,Premium
545.64,5,Standard
545.65,5,Premium
545.68,5,Basic
545.74,5,Standard
545.8,5,Standard
545.86,5,Premium
545.86,5,Standard
545.89,5,Premium
545.9,5,Standard
545.93,5,Basic
545.95,5,Premium
545.98,5,Premium
545.99,5,Standard
546.02,5,Standard
546.05,5,Premium
546.11,5,Basic
546.17,5,Basic
546.27,5,Standard
546.3,5,Standard
546.41,5,Premium
546.42,5,Premium
546.48,5,Basic
546.56,5,Premium
546.6,5,Premium
546.61,5,Premium
546.68,5,Standard
546.75,5,Premium
546.77,5,Standard
546.78,5,Premium
546.84,5,Premium
546.93,5,Standard
547.03,5,Standard
547.09,5,Standard
547.11,5,Premium
547.13,5,Standard
547.14,5,Basic
547.15,5,Standard
547.24,5,Standard
547.28,5,Premium
547.31,5,Standard
547.41,5,Basic
547.48,5,Basic
547.5,5,Standard
547.51,5,Basic
547.54,5,Premium
547.61,5,Basic
547.61,5,Standard
547.62,5,Basic
547.63,5,Premium
547.81,5,Standard
547.98,5,Premium
548.03,5,Basic
548.03,5,Standard
548.05,5,Premium
548.12,5,Premium
548.15,5,Premium
548.17,5,Premium
548.2,5,Basic
548.2,5,Standard
548.27,5,Premium
548.45,5,Premium
548.48,5,Standard
548.51,5,Basic
548.51,5,Premium
548.56,5,Premium
548.59,5,Standard
548.62,5,Standard
548.64,5,Basic
548.78,5,Standard
548.79,5,Basic
548.83,5,Basic
548.89,5,Premium
549.02,5,Basic
549.03,5,Premium
549.06,5,Premium
549.11,5,Standard
549.13,5,Basic
549.15,5,Basic
549.15,5,Standard
549.17,5,Basic
549.22,5,Basic
549.25,5,Standard
549.32,5,Basic
549.34,5,Basic
549.51,5,Basic
549.51,5,Premium
549.53,5,Premium
549.58,5,Basic
549.58,5,Premium
549.6,5,Premium
549.64,5,Basic
549.68,5,Standard
549.69,5,Premium
549.71,5,Standard
549.73,5,Basic
549.74,5,Standard
549.77,5,Standard
549.8,5,Premium
549.83,5,Standard
549.92,5,Standard
549.97,5,Basic
549.97,5,Standard
550,5,Standard
550.08,5,Basic
550.09,5,Standard
550.18,5,Basic
550.21,5,Standard
550.24,5,Standard
550.3,5,Basic
550.36,5,Basic
550.37,5,Basic
550.39,5,Standard
550.43,5,Standard
550.45,5,Standard
550.46,5,Basic
550.51,5,Basic
550.58,5,Basic
550.66,5,Basic
550.69,5,Standard
550.7,5,Premium
550.73,5,Basic
550.76,5,Standard
550.85,5,Standard
550.92,5,Standard
550.95,5,Premium
551.09,5,Premium
551.1,5,Premium
551.18,5,Basic
551.19,5,Basic
551.21,5,Premium
551.22,5,Standard
551.38,5,Basic
551.39,5,Basic
551.42,5,Standard
551.56,5,Basic
551.59,5,Standard
551.63,5,Premium
551.7,5,Standard
551.72,5,Premium
551.72,5,Standard
551.8,5,Premium
551.85,5,Basic
551.87,5,Standard
551.93,5,Basic
551.93,5,Standard
552.07,5,Standard
552.13,5,Premium
552.14,5,Basic
552.22,5,Basic
552.35,5,Basic
552.39,5,Basic
552.45,5,Standard
552.56,5,Basic
552.59,5,Premium
552.66,5,Basic
552.75,5,Premium
552.77,5,Basic
552.78,5,Basic
552.92,5,Basic
553.02,5,Basic
553.02,5,Premium
553.05,5,Standard
553.08,5,Standard
553.09,5,Premium
553.14,5,Premium
553.2,5,Standard
553.26,5,Premium
553.3,5,Standard
553.31,5,Standard
553.35,5,Standard
553.37,5,Premium
553.57,5,Standard
553.59,5,Basic
553.59,5,Standard
553.6,5,Premium
553.65,5,Basic
553.65,5,Premium
553.66,5,Basic
553.7,5,Standard
553.84,5,Standard
553.9,5,Premium
553.92,5,Standard
554.01,5,Standard
554.05,5,Premium
554.22,5,Standard
554.25,5,Premium
554.3,5,Standard
554.33,5,Basic
554.4,5,Premium
554.41,5,Basic
554.47,5,Standard
554.52,5,Basic
554.63,5,Standard
554.77,5,Basic
554.79,5,Basic
554.83,5,Basic
554.84,5,Basic
555,5,Standard
555.05,5,Standard
555.09,5,Premium
555.1,5,Basic
555.11,5,Basic
555.11,5,Premium
555.18,5,Premium
555.18,5,Standard
555.22,5,Premium
555.24,5,Basic
555.37,5,Standard
555.38,5,Basic
555.39,5,Standard
555.47,5,Basic
555.47,5,Premium
555.5,5,Basic
555.5,5,Premium
555.52,5,Standard
555.55,5,Basic
555.59,5,Standard
555.63,5,Premium
555.66,5,Premium
555.67,5,Premium
555.72,5,Standard
555.73,5,Premium
555.81,5,Standard
555.88,5,Standard
555.91,5,Standard
555.96,5,Basic
555.97,5,Premium
556.03,5,Premium
556.15,5,Standard
556.29,5,Basic
556.33,5,Standard
556.39,5,Premium
556.41,5,Basic
556.44,5,Standard
556.49,5,Standard
556.53,5,Standard
556.56,5,Premium
556.57,5,Standard
556.62,5,Premium
556.64,5,Premium
556.64,5,Standard
556.7,5,Premium
556.74,5,Basic
556.75,5,Standard
556.78,5,Standard
556.82,5,Basic
556.83,5,Basic
556.83,5,Standard
556.88,5,Premium
556.99,5,Premium
557.02,5,Standard
557.03,5,Premium
557.1,5,Standard
557.11,5,Standard
557.16,5,Standard
557.18,5,Premium
557.29,5,Standard
557.31,5,Premium
557.34,5,Standard
557.49,5,Premium
557.51,5,Premium
557.54,5,Standard
557.63,5,Premium
557.64,5,Basic
557.66,5,Premium
557.67,5,Basic
557.71,5,Premium
557.76,5,Standard
557.78,5,Standard
557.79,5,Standard
557.88,5,Premium
557.88,5,Standard
557.99,5,Premium
558.07,5,Standard
558.08,5,Basic
558.1,5,Basic
558.11,5,Standard
558.12,5,Basic
558.15,5,Premium
558.17,5,Premium
558.3,5,Standard
558.34,5,Premium
558.35,5,Standard
558.43,5,Premium
558.46,5,Standard
558.49,5,Basic
558.52,5,Standard
558.53,5,Standard
558.56,5,Premium
558.67,5,Premium
558.68,5,Standard
558.8,5,Standard
558.87,5,Premium
558.88,5,Standard
558.9,5,Standard
558.92,5,Basic
558.98,5,Premium
559,5,Premium
559.05,5,Standard
559.12,5,Basic
559.26,5,Basic
559.27,5,Basic
559.41,5,Basic
559.44,5,Premium
559.49,5,Standard
559.54,5,Premium
559.58,5,Premium
559.59,5,Basic
559.59,5,Premium
559.61,5,Basic
559.7,5,Premium
559.7,5,Standard
559.78,5,Premium
559.79,5,Basic
559.82,5,Basic
559.86,5,Basic
559.86,5,Premium
559.9,5,Premium
559.91,5,Standard
559.94,5,Basic
559.94,5,Premium
560,5,Premium
560.04,5,Premium
560.06,5,Premium
560.08,5,Standard
560.13,5,Basic
560.25,5,Standard
560.28,5,Basic
560.36,5,Basic
560.43,5,Standard
560.44,5,Basic
560.47,5,Basic
560.5,5,Premium
560.52,5,Premium
560.52,5,Standard
560.62,5,Basic
560.71,5,Basic
560.75,5,Standard
560.79,5,Premium
560.82,5,Basic
560.86,5,Standard
560.89,5,Basic
560.9,5,Premium
561.04,5,Standard
561.11,5,Premium
561.13,5,Standard
561.21,5,Basic
561.23,5,Standard
561.29,5,Premium
561.31,5,Standard
561.32,5,Standard
561.34,5,Basic
561.43,5,Standard
561.48,5,Premium
561.49,5,Basic
561.5,5,Premium
561.53,5,Basic
561.57,5,Basic
561.57,5,Standard
561.61,5,Premium
561.61,5,Standard
561.62,5,Standard
561.66,5,Basic
561.66,5,Standard
561.68,5,Premium
561.78,5,Premium
561.82,5,Basic
561.82,5,Premium
561.85,5,Basic
561.87,5,Basic
561.9,5,Standard
561.91,5,Basic
561.96,5,Basic
562.03,5,Premium
562.06,5,Basic
562.11,5,Standard
562.27,5,Standard
562.33,5,Basic
562.34,5,Standard
562.35,5,Standard
562.38,5,Basic
562.38,5,Standard
562.39,5,Basic
562.39,5,Premium
562.4,5,Basic
562.44,5,Standard
562.55,5,Basic
562.55,5,Standard
562.56,5,Standard
562.57,5,Standard
562.6,5,Standard
562.67,5,Standard
562.68,5,Standard
562.78,5,Premium
562.84,5,Basic
562.91,5,Basic
562.92,5,Basic
563,5,Basic
563.04,5,Standard
563.11,5,Standard
563.24,5,Basic
563.25,5,Basic
563.34,5,Basic
563.38,5,Basic
563.43,5,Basic
563.47,5,Basic
563.55,5,Premium
563.73,5,Premium
563.75,5,Premium
563.79,5,Basic
563.83,5,Standard
563.86,5,Premium
563.86,5,Standard
563.93,5,Premium
563.98,5,Basic
563.98,5,Premium
564,5,Premium
564.02,5,Premium
564.03,5,Premium
564.05,5,Premium
564.05,5,Standard
564.08,5,Standard
564.16,5,Standard
564.21,5,Standard
564.3,5,Basic
564.32,5,Basic
564.33,5,Standard
564.35,5,Premium
564.38,5,Standard
564.46,5,Standard
564.5,5,Premium
564.52,5,Basic
564.53,5,Standard
564.58,5,Premium
564.58,5,Standard
564.59,5,Basic
564.62,5,Basic
564.76,5,Basic
564.81,5,Standard
564.82,5,Premium
564.87,5,Standard
564.91,5,Standard
565.05,5,Standard
565.08,5,Premium
565.12,5,Premium
565.16,5,Basic
565.25,5,Premium
565.25,5,Standard
565.27,5,Basic
565.36,5,Premium
565.36,5,Standard
565.38,5,Basic
565.47,5,Basic
565.47,5,Standard
565.49,5,Basic
565.52,5,Standard
565.57,5,Standard
565.58,5,Standard
565.61,5,Basic
565.63,5,Standard
565.67,5,Standard
565.68,5,Premium
565.73,5,Standard
565.77,5,Premium
565.78,5,Premium
565.8,5,Premium
565.82,5,Basic
565.83,5,Basic
565.84,5,Premium
565.86,5,Premium
565.91,5,Basic
565.96,5,Premium
566.02,5,Premium
566.1,5,Basic
566.15,5,Premium
566.19,5,Premium
566.29,5,Basic
566.36,5,Basic
566.36,5,Premium
566.4,5,Premium
566.45,5,Standard
566.55,5,Standard
566.59,5,Premium
566.62,5,Standard
566.66,5,Premium
566.68,5,Standard
566.71,5,Standard
566.77,5,Standard
566.93,5,Premium
566.97,5,Standard
567,5,Standard
567.11,5,Premium
567.21,5,Premium
567.31,5,Premium
567.38,5,Basic
567.39,5,Basic
567.42,5,Premium
567.5,5,Basic
567.52,5,Basic
567.53,5,Basic
567.64,5,Basic
567.64,5,Premium
567.66,5,Premium
567.67,5,Basic
567.67,5,Premium
567.74,5,Basic
567.85,5,Standard
567.87,5,Basic
567.88,5,Premium
567.94,5,Standard
567.98,5,Premium
567.99,5,Basic
568,5,Premium
568.02,5,Standard
568.07,5,Standard
568.14,5,Premium
568.3,5,Premium
568.33,5,Basic
568.34,5,Basic
568.37,5,Premium
568.38,5,Basic
568.4,5,Premium
568.41,5,Basic
568.42,5,Basic
568.44,5,Basic
568.44,5,Premium
568.53,5,Premium
568.54,5,Premium
568.61,5,Basic
568.63,5,Standard
568.65,5,Standard
568.67,5,Basic
568.71,5,Standard
568.77,5,Standard
568.84,5,Basic
568.86,5,Premium
568.86,5,Standard
568.88,5,Premium
568.88,5,Standard
568.9,5,Basic
568.94,5,Basic
569.05,5,Standard
569.06,5,Basic
569.09,5,Premium
569.1,5,Basic
569.11,5,Basic
569.28,5,Standard
569.33,5,Basic
569.34,5,Standard
569.35,5,Standard
569.4,5,Premium
569.49,5,Premium
569.53,5,Premium
569.63,5,Basic
569.63,5,Standard
569.65,5,Premium
569.65,5,Standard
569.67,5,Basic
569.71,5,Basic
569.74,5,Basic
569.77,5,Basic
569.77,5,Standard
569.9,5,Premium
570.01,5,Premium
570.06,5,Standard
570.09,5,Premium
570.13,5,Premium
570.16,5,Premium
570.18,5,Basic
570.22,5,Basic
570.26,5,Basic
570.27,5,Basic
570.3,5,Premium
570.3,5,Standard
570.35,5,Premium
570.37,5,Premium
570.49,5,Standard
570.53,5,Basic
570.55,5,Premium
570.68,5,Premium
570.71,5,Basic
570.74,5,Premium
570.77,5,Basic
570.77,5,Premium
570.8,5,Premium
570.86,5,Standard
570.88,5,Standard
570.93,5,Standard
571,5,Premium
571.04,5,Premium
571.06,5,Basic
571.11,5,Basic
571.23,5,Premium
571.23,5,Standard
571.26,5,Premium
571.32,5,Premium
571.33,5,Premium
571.4,5,Standard
571.45,5,Premium
571.48,5,Premium
571.54,5,Premium
571.57,5,Basic
571.58,5,Premium
571.65,5,Basic
571.69,5,Standard
571.72,5,Standard
571.78,5,Premium
571.78,5,Standard
571.82,5,Standard
571.85,5,Premium
571.93,5,Basic
571.94,5,Basic
571.98,5,Basic
572.04,5,Standard
572.17,5,Basic
572.31,5,Basic
572.32,5,Premium
572.32,5,Standard
572.36,5,Standard
572.43,5,Premium
572.51,5,Standard
572.56,5,Standard
572.57,5,Premium
572.59,5,Premium
572.63,5,Standard
572.65,5,Standard
572.68,5,Premium
572.72,5,Premium
572.76,5,Premium
572.77,5,Premium
572.85,5,Basic
572.85,5,Standard
572.86,5,Standard
572.88,5,Standard
572.96,5,Standard
573.06,5,Premium
573.13,5,Standard
573.14,5,Standard
573.16,5,Basic
573.24,5,Standard
573.29,5,Premium
573.3,5,Basic
573.45,5,Standard
573.48,5,Basic
573.48,5,Standard
573.54,5,Standard
573.57,5,Premium
573.62,5,Basic
573.65,5,Basic
573.65,5,Premium
573.69,5,Premium
573.74,5,Basic
573.77,5,Basic
573.78,5,Basic
573.89,5,Basic
573.91,5,Premium
574.06,5,Basic
574.13,5,Standard
574.21,5,Standard
574.22,5,Basic
574.23,5,Standard
574.24,5,Basic
574.25,5,Standard
574.27,5,Basic
574.29,5,Basic
574.29,5,Standard
574.36,5,Basic
574.37,5,Premium
574.38,5,Standard
574.42,5,Premium
574.45,5,Premium
574.46,5,Standard
574.47,5,Premium
574.61,5,Standard
574.66,5,Basic
574.73,5,Premium
574.76,5,Standard
574.77,5,Premium
574.83,5,Standard
574.84,5,Standard
574.94,5,Premium
574.96,5,Standard
575.02,5,Basic
575.04,5,Premium
575.08,5,Premium
575.09,5,Premium
575.1,5,Premium
575.13,5,Basic
575.2,5,Premium
575.31,5,Premium
575.33,5,Standard
575.34,5,Basic
575.35,5,Standard
575.42,5,Basic
575.42,5,Premium
575.45,5,Basic
575.47,5,Standard
575.56,5,Basic
575.57,5,Premium
575.67,5,Premium
575.7,5,Premium
575.78,5,Premium
575.89,5,Standard
575.94,5,Standard
576.01,5,Standard
576.03,5,Premium
576.04,5,Standard
576.08,5,Standard
576.11,5,Standard
576.12,5,Standard
576.15,5,Basic
576.16,5,Basic
576.19,5,Premium
576.22,5,Premium
576.32,5,Premium
576.4,5,Premium
576.51,5,Basic
576.53,5,Premium
576.55,5,Premium
576.64,5,Premium
576.67,5,Premium
576.79,5,Basic
576.99,5,Basic
577,5,Standard
577.03,5,Basic
577.11,5,Premium
577.21,5,Basic
577.22,5,Premium
577.23,5,Premium
577.27,5,Premium
577.35,5,Premium
577.38,5,Basic
577.39,5,Standard
577.42,5,Standard
577.43,5,Premium
577.45,5,Standard
577.48,5,Standard
577.57,5,Standard
577.6,5,Basic
577.69,5,Premium
577.71,5,Premium
577.76,5,Basic
577.78,5,Standard
577.87,5,Standard
577.9,5,Basic
577.9,5,Standard
577.91,5,Premium
578.03,5,Premium
578.07,5,Basic
578.09,5,Standard
578.22,5,Premium
578.23,5,Premium
578.25,5,Standard
578.28,5,Standard
578.29,5,Basic
578.41,5,Basic
578.42,5,Premium
578.43,5,Premium
578.46,5,Basic
578.46,5,Standard
578.52,5,Standard
578.57,5,Basic
578.59,5,Standard
578.6,5,Premium
578.64,5,Premium
578.64,5,Standard
578.85,5,Premium
578.96,5,Basic
578.97,5,Premium
578.99,5,Basic
579.01,5,Basic
579.03,5,Basic
579.07,5,Basic
579.13,5,Standard
579.18,5,Standard
579.32,5,Premium
579.35,5,Standard
579.39,5,Basic
579.41,5,Basic
579.43,5,Basic
579.45,5,Basic
579.51,5,Basic
579.58,5,Standard
579.6,5,Premium
579.62,5,Premium
579.64,5,Basic
579.67,5,Basic
579.77,5,Basic
579.78,5,Premium
579.82,5,Standard
580.04,5,Basic
